text,airline_sentiment
  unite thank but why do this occur   you guy have hours extra to get my bag on due to your delay   so that be hours you have     fail  ,0
  unite so many delay today   what be up with that   hop my  pm flight board soon     unite   premierk,0
  unite your website be fuck up   now instead of a   flight i should have have yesterday   it be   today   thank  ,0
  unite call back and i have be on hold   what be the issue     i have a confirmation number and an email that show how much i have pay,0
  unite i be not sure how you can help   your flight experience be terrible   plan be dirty and staff be rude   start over perhaps  ,0
  unite check in and it be still say i have not pay   i have call back twice be on hold for minutes then they answer and hang up   i,0
  unite hold for minutes finally get someone and they retake my form of payment and confirm that my reservation be set   i try to,0
  unite welcome to our world   that be a snow world today     goosebayairport goose bay   labrador   canada   http    t co kixrnk,1
  unite i buy a ticket yesterday and receive a confirmation   try to check in and they say i have not pay for it   so i call be on,0
  unite delay because of salt on the floor from previous passengers   the of just just want to fly   do not care about our shoe   ua,0
  unite   czamkoff it be all about profit   and they do not really give a damn about pay customers           greed,0
  unite i unfortunately do not get her name     she be not nice  ,0
  unite what do you do with my seat   international connection   seriously  ,0
  unite thank   just get on a couple of minutes ago   great service on flight by the way   please pass it to the team on that flight  ,2
  unite my bag be lose and i can not get ahold of anyone that can help,0
  unite then you delete my return ticket to europe and blame me for the now show   this airline be a joke   time this happen now  time  ,0
  unite when my unite flight arrive late flight and i be tell to re book my connect unite flight   you characterize that as a   no show  ,0
  unite your agents   and service   on my weekend trip have be amaze       thank you    ,2
  unite never fly unite again   worst experience ever,0
  unite   tiffanyandco   ntrustopen ah   so that be where the fund to fix the break plane upon which i sit for hrs on iah runway go  ,0
  unite try that   can not figure out where to go to get it  ,1
  unite can not direct message you you do not follow us   i want my luggage   please hep,0
  unite do you get your model  ,1
  unite flight strand on tarmac in chicago   no gate available     plane get very hot and uncomfortable  ,0
  unite we rebooked and disappoint we have to wait a whole day to start our vacation   at these fare unite should have top notch service,0
  unite direct message not go through please help,0
  unite why not charge for nd carryon instead of check bag   less jockey for overhead space   happier passengers   more ontime departures,1
  unite add reservation to ios app do not show up on desktop site when log in   and miles can not be redeem for upgrade thru your app,0
  unite i assume that would be for the other people who have be let down by unite   what be worse be plane be here but crew can not fly    ,0
  unite push hours on hold   priceless   http    t co thsldya,0
  unite will do   just need to get cvg   and my bag too   thank,2
  unite read the thread   i book st class   now seat at e even though unite twtr account confirm eco premium  ,0
  unite hi there bag id be ua can you update me and explain why be occur when i arrive hours before flight  ,0
  unite do not purchase ticket with a unite card give me priority board  ,1
  unite hi yes need a free hotel stay in honalulu due to hour delayua   since we will miss our second flight to kauai,0
  unite so what be the solution  ,0
  unite be screw with my flight again at cae   why do you bother have flight here if they never leave on time or get cancel flight  ,0
  unite no   i need you to have more than agents at check in  ,0
  unite so this do not work out at all     incredibly unfriendly grind staff and false promise over twitter   theairhelper,0
  unite we get it   thank  ,2
  unite the so below skilled staff and inadequate system just delete my return from houston to norway   shoulder shrug be all you do  ,0
